pedido_id;data_pedido;cliente_id;estado;cidade;forma_pagamento;entregue_no_prazo;valor_total
9956;2024-12-24;C9955;BA;Vitória da Conquista;Cartão de débito;Não;7449,24
9957;2025-02-09;C9956;SP;São Paulo;Boleto;Não;3916,25
9958;2025-03-08;C9957;PR;Londrina;Cartão de crédito;Sim;9856,25
9959;2025-04-06;C9958;CE;Sobral;Cartão de débito;Sim;13322,42
9960;2025-02-16;C9959;MG;Uberlândia;Boleto;Não;26839,77
9961;2025-06-11;C9960;AM;Itacoatiara;Cartão de débito;Não;18395,58
9962;2025-02-23;C9961;SP;Campinas;Boleto;Não;14102,579999999998
9963;2025-05-21;C9962;SP;Campinas;Boleto;Sim;5621,36
9964;2025-04-20;C9963;PE;Caruaru;Cartão de crédito;Não;13181,64
9965;2025-04-06;C9964;PE;Olinda;Cartão de débito;Não;13631,579999999998
9966;2024-12-30;C9965;BA;Feira de Santana;Boleto;Não;123,98
9967;2025-02-26;C9966;SP;São Paulo;Boleto;Não;12317,96
9968;2025-03-20;C9967;RS;Porto Alegre;Cartão de débito;Sim;8780,54
9969;2024-12-30;C9968;BA;Feira de Santana;Cartão de débito;Não;3874,81
9970;2025-02-02;C9969;SP;Campinas;Cartão de crédito;Sim;24482,800000000003
9971;2025-04-07;C9970;RS;Pelotas;Pix;Sim;6120,02
9972;2025-05-16;C9971;AM;Itacoatiara;Boleto;Sim;23083,72
9973;2025-05-13;C9972;CE;Sobral;Cartão de débito;Não;20781,600000000002
9974;2025-01-22;C9973;RJ;Rio de Janeiro;Pix;Não;24729,46
9975;2025-02-01;C9974;MG;Contagem;Cartão de débito;Sim;17662,63
9976;2025-03-16;C9975;PE;Recife;Boleto;Sim;24339,34
9977;2025-05-17;C9976;CE;Fortaleza;Cartão de crédito;Sim;22041,24
9978;2025-01-20;C9977;RS;Porto Alegre;Boleto;Não;18363,77
9979;2025-02-06;C9978;PE;Recife;Pix;Sim;1365350,14
9980;2025-06-15;C9979;MG;Uberlândia;Cartão de crédito;Não;18084,95
9981;2025-05-27;C9980;RS;Pelotas;Cartão de crédito;Sim;16022,210000000001
9982;2025-02-19;C9981;MG;Belo Horizonte;Cartão de crédito;Sim;15631,46
9983;2025-03-23;C9982;RJ;Niterói;Cartão de débito;Sim;19618,480000000003
9984;2025-03-13;C9983;CE;Juazeiro do Norte;Cartão de crédito;Não;6939,85
9985;2024-12-15;C9984;AM;Manaus;Pix;Não;21040,28
9986;2025-05-03;C9985;RJ;Niterói;Cartão de crédito;Não;5454,960000000001
9987;2025-03-22;C9986;MG;Uberlândia;Cartão de débito;Não;18053,58
9988;2025-04-13;C9987;SP;Santos;Cartão de crédito;Sim;3898,64
9989;2025-04-10;C9988;MG;Belo Horizonte;Boleto;Sim;17024,4
9990;2025-04-03;C9989;AM;Itacoatiara;Cartão de débito;Não;29310,939999999995
9991;2025-03-07;C9990;PR;Curitiba;Boleto;Não;21548,67
9992;2025-02-13;C9991;PE;Recife;Pix;Sim;18152,58
9993;2025-04-06;C9992;MG;Belo Horizonte;Pix;Sim;15741,989999999998
9994;2025-04-21;C9993;BA;Vitória da Conquista;Pix;Não;31030,940000000002
9995;2025-02-07;C9994;PE;Olinda;Boleto;Sim;22550,38
9996;2024-12-29;C9995;SP;São Paulo;Pix;Sim;6855,9
9997;2025-05-21;C9996;SP;Santos;Boleto;Sim;4046,76
9998;2025-01-19;C9997;PR;Maringá;Boleto;Não;11424,42
9999;2025-06-01;C9998;SP;Campinas;Pix;Sim;11443,41
10000;2025-05-27;C9999;MG;Belo Horizonte;Cartão de crédito;Sim;13848,58
10001;2025-04-01;C10000;CE;Juazeiro do Norte;Boleto;Sim;17854,06
10002;2025-02-17;C10001;SP;Santos;Boleto;Sim;8239,380000000001
10003;2025-05-13;C10002;RS;Pelotas;Pix;Não;10123,15
10004;2025-04-18;C10003;SP;São Paulo;Cartão de crédito;Não;32826,61
10005;2025-02-02;C10004;MG;Contagem;Boleto;Não;2392,28
10006;2024-12-29;C10005;MG;Uberlândia;Boleto;Não;18747,899999999998
10007;2025-01-24;C10006;RJ;Petrópolis;Boleto;Sim;11189,53
10008;2025-02-24;C10007;CE;Juazeiro do Norte;Boleto;Não;20683,68
10009;2025-03-09;C10008;SP;São Paulo;Boleto;Não;17064,97
10010;2025-05-30;C10009;MG;Contagem;Cartão de crédito;Sim;10781,33
10011;2025-04-26;C10010;AM;Itacoatiara;Cartão de crédito;Não;19369,68
10012;2025-03-26;C10011;RJ;Rio de Janeiro;Boleto;Não;4827,19
10013;2025-05-11;C10012;PR;Curitiba;Cartão de débito;Sim;9049,34
10014;2025-02-06;C10013;RJ;Rio de Janeiro;Cartão de crédito;Não;6996,18
10015;2025-04-24;C10014;RS;Pelotas;Cartão de crédito;Não;20249,32
10016;2025-03-24;C10015;AM;Itacoatiara;Boleto;Sim;14083,96
10017;2025-03-25;C10016;PE;Recife;Boleto;Não;33044,479999999996
10018;2025-06-08;C10017;RJ;Petrópolis;Boleto;Não;13694,970000000001
10019;2024-12-30;C10018;SP;São Paulo;Cartão de crédito;Sim;795217,6699999999
10020;2025-05-07;C10019;SP;São Paulo;Pix;Sim;8872,990000000002
10021;2024-12-18;C10020;CE;Juazeiro do Norte;Pix;Sim;20280,09
10022;2025-05-25;C10021;RS;Porto Alegre;Cartão de débito;Sim;2157,43
10023;2025-02-20;C10022;PR;Curitiba;Cartão de débito;Sim;2947,19
10024;2025-04-30;C10023;SP;Campinas;Cartão de débito;Sim;9954,24
10025;2025-02-09;C10024;MG;Contagem;Cartão de débito;Não;22707,980000000003
10026;2025-02-09;C10025;SP;Santos;Boleto;Sim;4921,65
10027;2025-06-07;C10026;CE;Sobral;Cartão de débito;Sim;15065,149999999998
10028;2025-04-08;C10027;PE;Recife;Pix;Sim;26940,090000000004
10029;2025-03-20;C10028;AM;Parintins;Boleto;Sim;3243,28
10030;2025-03-09;C10029;PE;Caruaru;Pix;Não;32682,460000000003
10031;2025-01-10;C10030;RS;Porto Alegre;Cartão de crédito;Não;14090,91
10032;2025-01-29;C10031;RS;Pelotas;Pix;Sim;11400,689999999999
10033;2025-02-18;C10032;RJ;Niterói;Cartão de débito;Não;3558,2999999999997
10034;2024-12-25;C10033;MG;Contagem;Cartão de débito;Sim;4445,15
10035;2025-01-01;C10034;BA;Salvador;Cartão de crédito;Sim;12664,51
10036;2025-03-27;C10035;BA;Vitória da Conquista;Cartão de crédito;Sim;13059,56
10037;2025-04-28;C10036;PE;Recife;Cartão de débito;Não;3329,73
10038;2024-12-29;C10037;RJ;Petrópolis;Cartão de crédito;Sim;31790,160000000003
10039;2025-01-12;C10038;RJ;Petrópolis;Cartão de crédito;Não;5409,4
10040;2025-05-07;C10039;RJ;Niterói;Cartão de débito;Não;6220,52
10041;2025-02-09;C10040;MG;Belo Horizonte;Cartão de crédito;Não;4916,24
10042;2025-02-23;C10041;PR;Londrina;Pix;Não;10099,08
10043;2025-01-09;C10042;CE;Sobral;Cartão de débito;Sim;9991,11
10044;2024-12-23;C10043;BA;Feira de Santana;Boleto;Sim;20346,11
10045;2025-06-13;C10044;BA;Feira de Santana;Pix;Não;3993,17
10046;2024-12-24;C10045;PE;Recife;Boleto;Sim;23107,260000000002
10047;2025-03-12;C10046;PE;Olinda;Cartão de débito;Sim;1464,14
10048;2025-04-27;C10047;SP;Santos;Pix;Não;12108,4
10049;2024-12-20;C10048;BA;Feira de Santana;Cartão de crédito;Não;18805,17
10050;2025-01-21;C10049;MG;Uberlândia;Boleto;Sim;12573,79
10051;2025-03-13;C10050;PE;Recife;Pix;Sim;20199,01
10052;2025-03-15;C10051;CE;Juazeiro do Norte;Boleto;Sim;28721,8
10053;2025-04-10;C10052;CE;Fortaleza;Boleto;Não;10193,33
10054;2025-06-14;C10053;PE;Olinda;Cartão de débito;Não;20857,4
10055;2025-01-23;C10054;BA;Feira de Santana;Cartão de débito;Sim;5274,83
10056;2025-05-03;C10055;BA;Vitória da Conquista;Pix;Não;31696,95
10057;2025-06-10;C10056;BA;Vitória da Conquista;Cartão de débito;Sim;26861,479999999996
10058;2025-01-04;C10057;RS;Pelotas;Boleto;Não;16281,28
10059;2025-03-30;C10058;RJ;Niterói;Boleto;Não;25627,26
10060;2025-06-11;C10059;SP;São Paulo;Cartão de crédito;Sim;10822,83
10061;2025-02-25;C10060;RS;Caxias do Sul;Cartão de débito;Sim;8815,3
10062;2025-06-14;C10061;CE;Sobral;Cartão de crédito;Sim;10626,46
10063;2025-05-10;C10062;SP;Campinas;Pix;Não;713,01
10064;2025-01-30;C10063;SP;Campinas;Cartão de débito;Sim;30530,600000000002
10065;2025-02-14;C10064;RJ;Petrópolis;Boleto;Não;32441,17
10066;2025-02-15;C10065;RS;Pelotas;Boleto;Sim;11373,48
10067;2024-12-25;C10066;PE;Caruaru;Boleto;Sim;24041,87
10068;2025-02-17;C10067;PE;Olinda;Cartão de débito;Sim;23236,309999999998
10069;2025-04-04;C10068;PR;Curitiba;Boleto;Não;34537,409999999996
10070;2025-02-03;C10069;CE;Fortaleza;Boleto;Não;4007,23
10071;2025-05-24;C10070;BA;Feira de Santana;Cartão de crédito;Sim;7947,01
10072;2025-04-11;C10071;RJ;Petrópolis;Cartão de débito;Sim;5732,79
10073;2025-05-28;C10072;PE;Recife;Cartão de débito;Não;3021,46
10074;2025-06-12;C10073;PE;Caruaru;Cartão de crédito;Sim;14804,48
10075;2025-05-24;C10074;AM;Parintins;Cartão de débito;Sim;31074,739999999998
10076;2025-04-10;C10075;BA;Salvador;Boleto;Sim;9322,89
10077;2025-03-31;C10076;SP;Campinas;Cartão de crédito;Não;6621,85
10078;2025-01-29;C10077;RJ;Niterói;Pix;Sim;16055,84
10079;2025-06-10;C10078;RJ;Niterói;Cartão de débito;Sim;7692,51
10080;2025-03-23;C10079;RJ;Niterói;Cartão de débito;Sim;943429,0800000001
10081;2025-03-22;C10080;CE;Sobral;Boleto;Sim;26521,64
10082;2025-03-26;C10081;SP;Campinas;Cartão de débito;Não;13456,87
10083;2025-06-07;C10082;PR;Curitiba;Cartão de crédito;Sim;31899,78
10084;2025-02-08;C10083;RS;Porto Alegre;Pix;Não;6669,24
10085;2025-02-08;C10084;PR;Londrina;Cartão de débito;Sim;10409,75
10086;2025-01-22;C10085;RJ;Petrópolis;Cartão de crédito;Não;82419,04999999999
10087;2025-02-13;C10086;BA;Salvador;Cartão de débito;Sim;137,0
10088;2025-05-17;C10087;SP;Santos;Cartão de débito;Sim;13267,89
10089;2025-01-29;C10088;BA;Salvador;Cartão de débito;Não;20236,26
10090;2025-05-29;C10089;CE;Fortaleza;Pix;Sim;25523,33
10091;2025-01-07;C10090;MG;Belo Horizonte;Cartão de crédito;Sim;3033,97
10092;2025-03-10;C10091;PR;Maringá;Boleto;Não;21855,11
10093;2025-01-28;C10092;MG;Contagem;Cartão de crédito;Sim;17288,57
10094;2025-01-07;C10093;CE;Juazeiro do Norte;Cartão de crédito;Sim;637,62
10095;2025-04-04;C10094;PR;Curitiba;Cartão de débito;Não;10668,57
10096;2024-12-30;C10095;RJ;Rio de Janeiro;Cartão de débito;Sim;2340,16
10097;2025-01-07;C10096;RJ;Rio de Janeiro;Pix;Sim;12452,24
10098;2025-05-06;C10097;PE;Recife;Cartão de débito;Não;8463,78
10099;2025-04-20;C10098;AM;Itacoatiara;Boleto;Não;10414,56
10100;2025-04-06;C10099;MG;Contagem;Cartão de débito;Não;8810,7
10101;2025-01-24;C10100;PE;Recife;Pix;Não;4568,93
10102;2025-04-24;C10101;PR;Londrina;Cartão de débito;Sim;7828,4400000000005
10103;2025-05-06;C10102;BA;Feira de Santana;Boleto;Não;20218,64
10104;2025-06-05;C10103;AM;Parintins;Cartão de crédito;Sim;20272,24
10105;2025-06-09;C10104;MG;Belo Horizonte;Cartão de débito;Sim;92257,8
10106;2025-05-08;C10105;AM;Parintins;Pix;Sim;22800,699999999997
10107;2025-03-09;C10106;SP;Santos;Cartão de débito;Sim;5866,91
10108;2025-03-08;C10107;MG;Belo Horizonte;Cartão de crédito;Sim;221413,26
10109;2025-02-11;C10108;BA;Vitória da Conquista;Cartão de crédito;Não;21634,35
10110;2024-12-29;C10109;AM;Itacoatiara;Cartão de crédito;Não;12164,55
10111;2025-06-05;C10110;RS;Caxias do Sul;Cartão de débito;Sim;6655,77
10112;2025-02-19;C10111;SP;Campinas;Pix;Sim;11326,86
10113;2025-03-11;C10112;MG;Belo Horizonte;Cartão de crédito;Sim;721,12
10114;2025-04-12;C10113;CE;Fortaleza;Pix;Sim;1633,38
10115;2024-12-27;C10114;PR;Londrina;Cartão de débito;Não;14890,25
10116;2025-02-11;C10115;PR;Curitiba;Cartão de crédito;Sim;29926,05
10117;2025-01-08;C10116;SP;Santos;Cartão de crédito;Sim;18873,84
10118;2025-04-03;C10117;RJ;Niterói;Cartão de débito;Sim;19976,190000000002
10119;2025-01-29;C10118;RJ;Petrópolis;Cartão de débito;Não;10600,0
10120;2025-05-16;C10119;RJ;Niterói;Boleto;Sim;32419,910000000003
10121;2025-02-27;C10120;SP;Santos;Cartão de débito;Não;6358,77
10122;2024-12-27;C10121;PR;Londrina;Cartão de crédito;Não;21038,1
10123;2025-04-13;C10122;RS;Caxias do Sul;Cartão de débito;Sim;15728,44
10124;2025-04-28;C10123;AM;Manaus;Pix;Não;21210,420000000002
10125;2025-03-27;C10124;CE;Sobral;Cartão de crédito;Sim;8386,33
10126;2025-03-29;C10125;MG;Uberlândia;Cartão de crédito;Não;21074,85
10127;2025-04-24;C10126;PE;Olinda;Cartão de crédito;Não;12978,19
10128;2025-05-24;C10127;CE;Fortaleza;Cartão de crédito;Sim;21780,530000000002
10129;2025-02-15;C10128;SP;Santos;Boleto;Sim;36735,48
10130;2024-12-20;C10129;PE;Olinda;Boleto;Sim;8356,14
10131;2024-12-30;C10130;PR;Maringá;Boleto;Sim;19565,67
10132;2025-05-31;C10131;PE;Olinda;Cartão de crédito;Sim;23506,07
10133;2025-04-18;C10132;PE;Recife;Boleto;Sim;23570,07
10134;2025-05-17;C10133;PR;Londrina;Cartão de crédito;Não;4336,7
10135;2025-01-18;C10134;RS;Porto Alegre;Pix;Sim;18085,399999999998
10136;2025-06-13;C10135;AM;Itacoatiara;Cartão de crédito;Não;79642,98000000001
10137;2025-01-14;C10136;SP;Campinas;Cartão de débito;Sim;7428,58
10138;2025-04-03;C10137;PE;Caruaru;Pix;Não;13979,99
10139;2025-03-14;C10138;SP;Santos;Cartão de débito;Sim;4422,08
10140;2025-06-03;C10139;RJ;Rio de Janeiro;Boleto;Sim;32132,08
10141;2025-04-20;C10140;RJ;Niterói;Boleto;Sim;6892,1
10142;2025-05-20;C10141;AM;Itacoatiara;Cartão de crédito;Não;11889,0
10143;2025-06-03;C10142;RS;Pelotas;Cartão de débito;Não;41736,87
10144;2025-03-09;C10143;CE;Fortaleza;Cartão de débito;Não;11042,08
10145;2025-03-24;C10144;BA;Vitória da Conquista;Cartão de crédito;Não;11078,91
10146;2025-02-12;C10145;RS;Porto Alegre;Cartão de débito;Sim;19440,280000000002
10147;2025-03-20;C10146;MG;Contagem;Pix;Não;20566,210000000003
10148;2025-04-20;C10147;MG;Contagem;Boleto;Não;3382,52
10149;2025-03-12;C10148;RS;Porto Alegre;Cartão de crédito;Sim;26130,5
10150;2025-05-25;C10149;PE;Caruaru;Cartão de débito;Não;29053,6
10151;2025-01-16;C10150;AM;Parintins;Cartão de débito;Sim;8497,65
10152;2025-06-11;C10151;RS;Caxias do Sul;Cartão de crédito;Não;33077,29
10153;2025-05-31;C10152;SP;Campinas;Boleto;Não;33995,86
10154;2025-05-27;C10153;MG;Uberlândia;Boleto;Não;5398,04
10155;2025-04-09;C10154;SP;São Paulo;Pix;Sim;12795,64
10156;2025-03-12;C10155;PR;Londrina;Cartão de débito;Não;9037,22
10157;2025-01-14;C10156;BA;Vitória da Conquista;Cartão de crédito;Sim;677326,3999999999
10158;2025-04-11;C10157;CE;Juazeiro do Norte;Boleto;Não;25077,48
10159;2025-01-01;C10158;RS;Caxias do Sul;Cartão de crédito;Sim;26900,36
10160;2025-05-13;C10159;RJ;Niterói;Cartão de débito;Sim;29799,42
10161;2024-12-24;C10160;RS;Caxias do Sul;Cartão de débito;Não;9875,880000000001
10162;2025-05-09;C10161;SP;Santos;Boleto;Sim;9925,89
10163;2025-04-23;C10162;RS;Pelotas;Cartão de crédito;Não;16458,7
10164;2025-05-24;C10163;BA;Salvador;Cartão de débito;Sim;10823,43
10165;2025-02-03;C10164;PR;Curitiba;Boleto;Não;10902,539999999999
10166;2025-02-03;C10165;RJ;Niterói;Cartão de débito;Sim;29791,890000000003
10167;2025-04-22;C10166;RJ;Rio de Janeiro;Cartão de crédito;Não;8464,78
10168;2025-05-20;C10167;AM;Parintins;Cartão de crédito;Sim;16124,15
10169;2025-02-26;C10168;BA;Salvador;Cartão de crédito;Sim;6817,780000000001
10170;2025-01-18;C10169;CE;Fortaleza;Cartão de débito;Não;10276,32
10171;2025-01-28;C10170;PR;Curitiba;Cartão de crédito;Não;20985,91
10172;2025-04-13;C10171;SP;Santos;Cartão de crédito;Sim;37505,78
10173;2025-03-24;C10172;AM;Parintins;Boleto;Não;13073,359999999999
10174;2025-06-13;C10173;RJ;Niterói;Pix;Sim;1833,3000000000002
10175;2025-05-12;C10174;SP;São Paulo;Cartão de débito;Sim;21714,17
10176;2025-04-08;C10175;SP;Santos;Cartão de crédito;Não;151334,49
10177;2025-05-11;C10176;PE;Recife;Cartão de débito;Sim;15305,09
10178;2025-04-24;C10177;BA;Vitória da Conquista;Pix;Não;9176,62
10179;2025-05-05;C10178;CE;Sobral;Pix;Não;16597,170000000002
10180;2025-03-11;C10179;RS;Pelotas;Cartão de crédito;Não;2123,68
10181;2025-03-22;C10180;SP;Santos;Cartão de débito;Não;19016,149999999998
10182;2025-05-14;C10181;PR;Maringá;Boleto;Sim;4186,03
10183;2025-01-07;C10182;SP;São Paulo;Boleto;Sim;6421,14
10184;2025-02-18;C10183;RJ;Petrópolis;Boleto;Sim;31376,260000000002
10185;2024-12-23;C10184;AM;Parintins;Cartão de débito;Sim;19131,61
10186;2025-04-11;C10185;PE;Caruaru;Pix;Não;12302,48
10187;2025-03-24;C10186;SP;Santos;Cartão de débito;Não;3779,64
10188;2025-03-02;C10187;BA;Salvador;Cartão de débito;Sim;9258,21
10189;2025-02-15;C10188;AM;Manaus;Cartão de crédito;Sim;27253,56
10190;2025-05-16;C10189;CE;Juazeiro do Norte;Boleto;Não;2601,36
10191;2025-05-07;C10190;PE;Recife;Cartão de crédito;Não;20559,280000000002
10192;2024-12-28;C10191;SP;Santos;Boleto;Sim;3581,21
10193;2025-03-04;C10192;AM;Itacoatiara;Pix;Sim;17537,82
10194;2025-01-11;C10193;PR;Maringá;Cartão de crédito;Não;3245,14
10195;2025-03-07;C10194;BA;Feira de Santana;Pix;Não;12160,560000000001
10196;2025-03-21;C10195;PE;Caruaru;Cartão de crédito;Sim;4979,8
10197;2025-06-02;C10196;RJ;Petrópolis;Cartão de débito;Não;24451,5
10198;2025-05-02;C10197;SP;São Paulo;Cartão de débito;Sim;23068,22
10199;2025-01-12;C10198;AM;Manaus;Boleto;Não;508371,28
10200;2025-03-11;C10199;PE;Caruaru;Cartão de crédito;Sim;8043,6900000000005
10201;2025-03-02;C10200;PE;Recife;Pix;Sim;47229,10999999999
10202;2025-02-13;C10201;PR;Maringá;Cartão de débito;Sim;3561,75
10203;2025-02-13;C10202;MG;Belo Horizonte;Boleto;Não;5823,0
10204;2025-01-26;C10203;PR;Curitiba;Pix;Sim;14042,45
10205;2025-02-19;C10204;PE;Caruaru;Cartão de crédito;Não;12625,26
10206;2025-04-27;C10205;CE;Juazeiro do Norte;Cartão de débito;Sim;1990,93
10207;2025-04-06;C10206;AM;Parintins;Boleto;Sim;26812,719999999998
10208;2025-03-09;C10207;RJ;Rio de Janeiro;Boleto;Sim;0,0
10209;2025-02-25;C10208;AM;Parintins;Cartão de débito;Não;1782,14
10210;2025-05-05;C10209;RS;Porto Alegre;Pix;Sim;9053,939999999999
10211;2025-04-09;C10210;PE;Recife;Cartão de débito;Sim;30151,5
10212;2025-05-08;C10211;PR;Maringá;Cartão de crédito;Sim;242,94
10213;2025-01-29;C10212;RJ;Petrópolis;Boleto;Não;9385,779999999999
10214;2025-06-10;C10213;SP;Santos;Cartão de crédito;Não;49970,28999999999
10215;2025-03-16;C10214;RJ;Niterói;Boleto;Sim;3662,6099999999997
10216;2025-05-08;C10215;SP;Santos;Pix;Não;4990,63
10217;2025-02-26;C10216;MG;Uberlândia;Pix;Não;15526,46
10218;2025-05-07;C10217;RS;Pelotas;Pix;Sim;10407,16
10219;2025-02-09;C10218;AM;Parintins;Cartão de débito;Não;6727,14
10220;2025-03-13;C10219;PE;Caruaru;Cartão de débito;Sim;16277,009999999998
10221;2024-12-29;C10220;PR;Maringá;Cartão de crédito;Não;0,0
10222;2025-05-28;C10221;SP;Santos;Boleto;Sim;14660,759999999998
10223;2025-04-23;C10222;MG;Belo Horizonte;Cartão de crédito;Sim;12057,060000000001
10224;2025-06-08;C10223;BA;Feira de Santana;Cartão de débito;Não;11939,28
10225;2025-03-08;C10224;PE;Caruaru;Cartão de crédito;Não;17679,5
10226;2025-04-30;C10225;SP;Santos;Pix;Sim;9964,56
10227;2025-01-14;C10226;PE;Caruaru;Cartão de crédito;Não;22404,37
10228;2025-01-12;C10227;PE;Recife;Pix;Sim;756,78
10229;2025-01-04;C10228;BA;Feira de Santana;Cartão de débito;Sim;15376,16
10230;2025-03-29;C10229;PR;Maringá;Boleto;Sim;16819,89
10231;2025-06-04;C10230;AM;Manaus;Cartão de crédito;Não;177873,86
10232;2025-01-23;C10231;SP;Campinas;Pix;Sim;13661,96
10233;2025-01-18;C10232;MG;Contagem;Pix;Não;7867,2300000000005
10234;2025-06-01;C10233;SP;Santos;Cartão de débito;Não;40553,55
10235;2025-01-18;C10234;PR;Maringá;Cartão de débito;Não;27772,21
10236;2025-04-23;C10235;RS;Porto Alegre;Pix;Não;27332,33
10237;2025-03-30;C10236;PR;Londrina;Cartão de crédito;Sim;6245,849999999999
10238;2025-01-30;C10237;SP;Santos;Pix;Não;37023,22
10239;2025-05-29;C10238;RJ;Petrópolis;Cartão de débito;Sim;4562,16
10240;2025-04-09;C10239;AM;Parintins;Boleto;Sim;5540,639999999999
10241;2025-01-14;C10240;RS;Porto Alegre;Boleto;Não;23948,81
10242;2025-04-22;C10241;AM;Manaus;Cartão de débito;Não;6188,5
10243;2025-06-01;C10242;AM;Parintins;Cartão de crédito;Sim;678,44
10244;2025-05-29;C10243;MG;Uberlândia;Cartão de débito;Sim;11839,78
10245;2025-05-11;C10244;SP;Santos;Pix;Não;24893,03
10246;2025-01-05;C10245;PE;Recife;Cartão de crédito;Sim;876155,77
10247;2025-01-26;C10246;PE;Caruaru;Cartão de débito;Sim;28166,61
10248;2025-06-14;C10247;RJ;Petrópolis;Cartão de débito;Não;8126,49
10249;2024-12-26;C10248;SP;São Paulo;Cartão de crédito;Não;23224,55
10250;2025-02-10;C10249;AM;Manaus;Boleto;Sim;14657,310000000001
10251;2025-04-20;C10250;RS;Pelotas;Cartão de crédito;Não;22505,36
10252;2024-12-23;C10251;SP;Campinas;Pix;Sim;9505,22
10253;2025-04-27;C10252;AM;Manaus;Pix;Não;172,6
10254;2025-01-30;C10253;MG;Belo Horizonte;Boleto;Sim;12491,470000000001
10255;2025-01-12;C10254;RS;Caxias do Sul;Cartão de crédito;Não;281,23
10256;2025-03-21;C10255;CE;Juazeiro do Norte;Boleto;Não;23699,140000000003
10257;2025-05-23;C10256;MG;Belo Horizonte;Pix;Sim;22707,6
10258;2025-04-21;C10257;PE;Olinda;Cartão de débito;Sim;15425,98
10259;2025-04-24;C10258;PR;Curitiba;Cartão de crédito;Não;14763,92
10260;2025-02-28;C10259;CE;Juazeiro do Norte;Cartão de crédito;Sim;12344,740000000002
10261;2025-04-26;C10260;RJ;Niterói;Cartão de crédito;Não;9645,150000000001
10262;2025-02-14;C10261;AM;Itacoatiara;Boleto;Sim;8985,96
10263;2024-12-24;C10262;BA;Salvador;Cartão de débito;Não;7302,57
10264;2025-05-01;C10263;BA;Salvador;Cartão de débito;Não;5491,86
10265;2025-05-18;C10264;PR;Maringá;Cartão de débito;Sim;22769,129999999997
10266;2025-03-03;C10265;PR;Londrina;Cartão de crédito;Não;11957,470000000001
10267;2025-01-29;C10266;AM;Manaus;Pix;Sim;181114,58
10268;2025-02-07;C10267;BA;Salvador;Cartão de crédito;Sim;4086,57
10269;2025-04-26;C10268;MG;Belo Horizonte;Pix;Sim;11791,400000000001
10270;2025-01-20;C10269;BA;Feira de Santana;Cartão de débito;Não;26975,359999999997
10271;2025-01-12;C10270;MG;Uberlândia;Pix;Não;29496,05
10272;2025-01-24;C10271;PE;Recife;Cartão de débito;Sim;17547,96
10273;2025-01-11;C10272;CE;Fortaleza;Boleto;Não;9048,63
10274;2025-02-12;C10273;RS;Pelotas;Cartão de crédito;Sim;18579,95
10275;2025-02-16;C10274;PR;Curitiba;Cartão de débito;Não;34948,01
10276;2025-01-22;C10275;RS;Pelotas;Cartão de crédito;Sim;32,44
10277;2025-03-30;C10276;PE;Olinda;Boleto;Sim;3344,25
10278;2025-01-12;C10277;BA;Feira de Santana;Cartão de débito;Não;12585,7
10279;2025-04-03;C10278;RJ;Niterói;Pix;Sim;11025,519999999999
10280;2025-05-30;C10279;MG;Uberlândia;Pix;Sim;11831,65
10281;2025-01-15;C10280;MG;Belo Horizonte;Cartão de crédito;Sim;23666,920000000002
10282;2025-01-15;C10281;RJ;Niterói;Cartão de débito;Sim;15718,109999999999
10283;2025-03-29;C10282;BA;Feira de Santana;Pix;Sim;13374,66
10284;2025-02-16;C10283;AM;Parintins;Pix;Não;9874,53
10285;2025-01-28;C10284;BA;Feira de Santana;Cartão de débito;Sim;12264,019999999999
10286;2025-05-02;C10285;RJ;Petrópolis;Cartão de débito;Não;2430,43
10287;2025-01-21;C10286;PE;Recife;Boleto;Sim;9198,28
10288;2025-03-09;C10287;CE;Sobral;Cartão de crédito;Não;3556,62
10289;2025-06-12;C10288;AM;Itacoatiara;Pix;Não;4372,95
10290;2025-04-10;C10289;RJ;Niterói;Pix;Sim;13499,45
10291;2025-06-15;C10290;PE;Olinda;Cartão de débito;Não;4346,57
10292;2025-01-22;C10291;AM;Manaus;Cartão de crédito;Não;19302,120000000003
10293;2025-04-14;C10292;SP;Campinas;Cartão de débito;Sim;13078,039999999999
10294;2025-04-01;C10293;MG;Belo Horizonte;Cartão de débito;Não;16865,239999999998
10295;2025-04-30;C10294;PR;Maringá;Cartão de débito;Sim;12047,900000000001
10296;2025-02-27;C10295;PE;Caruaru;Boleto;Sim;14124,439999999999
10297;2025-03-25;C10296;PR;Maringá;Pix;Sim;17828,8
10298;2025-03-28;C10297;RS;Caxias do Sul;Cartão de débito;Sim;17960,9
10299;2025-06-05;C10298;AM;Itacoatiara;Cartão de débito;Sim;61434,82000000001
10300;2025-01-06;C10299;MG;Uberlândia;Pix;Não;4254,46
10301;2025-04-22;C10300;SP;Santos;Boleto;Sim;27242,18
10302;2025-01-03;C10301;PE;Caruaru;Boleto;Sim;7476,0599999999995
10303;2025-05-22;C10302;MG;Belo Horizonte;Cartão de crédito;Não;8667,25
10304;2025-03-09;C10303;SP;Santos;Cartão de débito;Não;133542,2
10305;2025-04-24;C10304;RS;Pelotas;Boleto;Sim;26341,129999999997
10306;2025-04-13;C10305;RS;Pelotas;Boleto;Sim;25315,100000000002
10307;2025-02-06;C10306;RJ;Niterói;Boleto;Não;17901,39
10308;2025-03-28;C10307;AM;Itacoatiara;Pix;Sim;30466,989999999998
